day,plant_code,client_code,product_code,vehicle_id,vehicle_type,qty
1,9373,U4280179,F2014698375,1,14.7,59.0
1,9373,P4386502,M8210594763,2,14.7,30.0
1,9373,P4386502,P8594031627,2,14.7,22.0
1,9373,S4920685,L6841739250,3,14.4,19.0
1,9373,S4920685,F2014698375,3,14.4,9.0
1,9373,R9032817,L6841739250,4,14.4,66.0
1,9373,B1379542,D1632409578,5,14.7,5.0
1,8030,V5801793,B0981356427,6,14.7,58.0
1,9373,Y7391654,V7543926018,7,14.7,7.0
1,9373,U4280179,N0278364915,8,14.7,40.0
1,9373,T7653841,N0278364915,9,14.7,53.0
1,9373,A9085374,B0981356427,10,14.7,104.0
1,9373,U9084361,H5308674291,11,14.7,57.0
1,9373,P4386502,G1230578496,12,14.7,104.0
1,9373,A9085374,D1632409578,13,14.7,72.0
1,8030,A8907514,M7415628390,14,14.7,49.0
1,8030,P4386502,N0278364915,15,14.7,53.0
1,8030,P4386502,N0278364915,16,14.4,7.0
1,8030,Y7391654,U8459076231,17,14.7,71.0
1,8030,T7653841,H5308674291,18,14.7,57.0
1,8030,T7653841,H5308674291,19,14.4,18.0
1,8030,A9085374,L1376042958,20,14.7,86.0
1,8030,Y7391654,X4326705189,21,14.7,62.0
1,8030,Y7391654,X4326705189,22,14.4,53.0
1,8030,U4280179,M8210594763,23,14.7,67.0
1,8030,U4280179,M8210594763,24,14.4,48.0
1,8030,L5348621,M8210594763,25,14.7,6.0
1,8030,Y5863019,L6841739250,26,14.7,119.0
1,8030,Y7391654,F2014698375,27,14.7,59.0
1,8030,Y7391654,F2014698375,28,14.4,13.0
1,8030,T7653841,V7543926018,29,14.7,104.0
1,8030,C4703619,V7543926018,30,14.7,22.0
1,8030,A1235894,F2014698375,31,14.7,21.0
1,8030,T7653841,G1230578496,32,14.7,82.0
1,8030,U9084361,L6841739250,33,14.7,43.0
1,8030,Y7391654,D1632409578,34,14.7,53.0
1,8030,O3764592,D1632409578,35,14.7,38.0
1,8030,C4703619,V7543926018,36,14.7,4.0
3,8030,Y5863019,F2014698375,37,14.7,4.0
3,8030,T2503984,D1632409578,38,14.7,4.0
3,8030,J5380941,M7415628390,39,14.7,4.0
3,8030,Y5863019,V7543926018,40,14.7,4.0
3,8030,Y5863019,U8459076231,41,14.7,4.0
3,8030,Y5863019,N0278364915,42,14.7,4.0
3,8030,T2503984,H5308674291,43,14.7,4.0
3,8030,Y5863019,L1376042958,44,14.7,4.0
3,8030,T2503984,B0981356427,45,14.7,59.0
3,8030,T2503984,L6841739250,46,14.7,4.0
3,8030,U8103459,M8210594763,47,14.7,4.0
3,8030,S4920685,X4326705189,48,14.7,4.0
3,8030,S4920685,G1230578496,49,14.7,32.0
3,8030,T2503984,P8594031627,50,14.4,59.0
3,9373,Y5863019,N0278364915,51,14.7,4.0
3,9373,Y5863019,F2014698375,52,14.7,4.0
3,9373,T2503984,D1632409578,53,14.7,9.0
3,9373,Y5863019,B0981356427,54,14.7,55.0
3,9373,T2503984,L6841739250,55,14.7,4.0
3,9373,T2503984,H5308674291,56,14.7,34.0
1,9373,S4920685,G1230578496,57,14.7,25.0
1,9373,T2503984,P8594031627,58,14.7,8.0
3,9373,K5047826,G1230578496,59,14.7,8.0
1,9373,V5801793,P8594031627,60,14.7,52.0
3,9373,K5047826,P8594031627,61,14.7,50.0
3,9373,Y5863019,U8459076231,62,14.4,80.0
3,9373,T2503984,L1376042958,63,14.4,94.0
3,9373,R9032817,M7415628390,64,14.4,53.0
1,9373,Y5863019,V7543926018,65,14.4,93.0
3,9373,C4703619,V7543926018,66,14.7,38.0
1,9373,Y5863019,X4326705189,67,14.4,53.0
3,9373,Q3790128,X4326705189,68,14.4,49.0
1,9373,U8103459,M8210594763,69,14.7,67.0
3,9373,U8103459,M8210594763,70,14.7,4.0
